Blancas,Negras,Result,ECO,Opening
lisyender,susanamar1,1-0,B02,Alekhine Defense: Scandinavian Variation
edwuinb1,susanamar1,0-1,C70,"Ruy Lopez: Morphy Defense, Cozio Defense"
DanielBarreto,susanamar1,0-1,E60,"King's Indian Defense: Fianchetto Variation, Yugoslav System"
susanamar1,DanielBarreto,1-0,B50,Sicilian Defense: Modern Variations
susanamar1,phirigift,1-0,C00,French Defense: King's Indian Attack
janqis,susanamar1,0-1,C69,"Ruy Lopez: Exchange Variation, Bronstein Variation"
susanamar1,cjop1,0-1,B32,Sicilian Defense: Godiva Variation
FJAG_e4,susanamar1,0-1,C45,"Scotch Game: Classical Variation, Blackburne Attack"
susanamar1,Alejo_santos18,1-0,B32,Sicilian Defense: Lwenthal Variation
jab17,susanamar1,0-1,E97,"King's Indian Defense: Orthodox Variation, Bayonet Attack, Sokolov's Line"
vladsuar,susanamar1,0-1,A45,Indian Defense
susanamar1,Gian78,1-0,B32,Sicilian Defense: Lwenthal Variation
susanamar1,moisesbastidas7822,1-0,C47,"Four Knights Game: Scotch Variation, Belgrade Gambit"
Lego77,susanamar1,0-1,A45,Indian Defense
susanamar1,mnmassari,1-0,B07,Pirc Defense
franblu,susanamar1,0-1,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation"
susanamar1,Lego77,1-0,B10,Caro-Kann Defense: Breyer Variation
susanamar1,moisesbastidas7822,1-0,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation"
mnmassari,susanamar1,0-1,E61,King's Indian Defense: Semi-Classical Variation
franblu,susanamar1,0-1,C70,"Ruy Lopez: Morphy Defense, Cozio Defense"
susanamar1,mherize,1-0,A08,King's Indian Attack: Sicilian Variation
oswaldobalza,susanamar1,0-1,E98,"King's Indian Defense: Orthodox Variation, Classical System"
susanamar1,veguetadbs11,1/2-1/2,B30,Sicilian Defense: Old Sicilian
lichess AI level 2,susanamar1,1-0,A00,Van't Kruijs
Venechamo,susanamar1,1-0,-1,-1
Kurapika06,susanamar1,0-1,-1,-1
susanamar1,Emiliosky,1-0,-1,-1
darthdo,susanamar1,1-0,-1,-1
susanamar1,RUBENPM,1/2-1/2,-1,-1
darthdo,susanamar1,1-0,-1,-1
susanamar1,Danirod,1-0,-1,-1
Puedolograrlo,susanamar1,0-1,-1,-1
susanamar1,Nelsonmeza,1-0,-1,-1
floress26,susanamar1,0-1,-1,-1
Alvaro4457,susanamar1,0-1,-1,-1
susanamar1,foreignaffairs,0-1,-1,-1
susanamar1,mmo912,1-0,C54,"Italian Game: Classical Variation, Greco Gambit, Greco Variation"
susanamar1,Druzkij,1-0,B40,Sicilian Defense: French Variation
susanamar1,TrainingWithOrlando,0-1,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation"
ummmwhatever,susanamar1,0-1,C47,Four Knights Game: Scotch Variation Accepted
seba69,susanamar1,0-1,A00,Van't Kruijs
Simeon69,susanamar1,0-1,A45,Indian Defense
susanamar1,Patzerle23,0-1,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation"
susanamar1,ummmwhatever,1-0,C00,French Defense: Schlechter Variation
Kojek,susanamar1,0-1,A04,Zukertort : Kingside Fianchetto
Casa1010,susanamar1,1-0,E67,"King's Indian Defense: Fianchetto Variation, Double Fianchetto Attack"
susanamar1,alfa66maik,1/2-1/2,B07,Pirc Defense
Claudioudlp,susanamar1,0-1,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
susanamar1,fredmund,0-1,C00,French Defense: King's Indian Attack
CAMBIADOR,susanamar1,0-1,A45,Indian Defense
susanamar1,Kunfu_panda,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
susanamar1,AdrianeKMS,1-0,C53,"Italian Game: Classical Variation, La Bourdonnais Variation"
Adhemarlogan,susanamar1,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
susanamar1,CAMBIADOR,0-1,B40,Sicilian Defense: Paulsen-Basman Defense
Adhemarlogan,susanamar1,0-1,C50,Four Knights Game: Italian Variation
susanamar1,telera3340,1-0,C00,French Defense: King's Indian Attack
susanamar1,Kunfu_panda,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
Adhemarlogan,susanamar1,1/2-1/2,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
presi2000,susanamar1,1/2-1/2,A51,Indian Defense: Budapest Defense
susanamar1,lisyender,0-1,C20,King's Pawn Game: Leonardis Variation
susanamar1,Konevoyazher,1-0,C47,"Four Knights Game: Scotch Variation, Krause Gambit"
susanamar1,Ianniello,1-0,B10,Caro-Kann Defense: Breyer Variation
eletorn,susanamar1,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Fw74,susanamar1,0-1,B50,Sicilian Defense: Delayed Alapin
susanamar1,Fw74,1-0,C50,Italian Game: Hungarian Defense
Fw74,susanamar1,0-1,B08,Pirc Defense: Classical Variation
Fw74,susanamar1,0-1,C44,"Scotch Game: Scotch Gambit, Advance Variation"
susanamar1,Fw74,1-0,C44,Scotch Game: Benima Defense
ricardus33,susanamar1,0-1,A52,"Indian Defense: Budapest Defense, Rubinstein Variation"
daavid321,susanamar1,0-1,A04,Zukertort : Kingside Fianchetto
susanamar1,VickyVal,0-1,B01,Scandinavian Defense: Modern Variation
ElsuperRODRI,susanamar1,0-1,A15,English : Anglo-Indian Defense
susanamar1,kaizen30,0-1,B30,Sicilian Defense: Old Sicilian
JCAlvarezSanchez16,susanamar1,0-1,C70,"Ruy Lopez: Morphy Defense, Cozio Defense"
susanamar1,Puedolograrlo,1-0,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
Paulingpompa,susanamar1,0-1,E70,King's Indian Defense: Normal Variation
susanamar1,cosmocrator,1/2-1/2,B07,Pirc Defense
ricvel,susanamar1,1-0,C70,"Ruy Lopez: Morphy Defense, Cozio Defense"
Granadillostrong,susanamar1,0-1,A01,Nimzo-Larsen Attack: Indian Variation
susanamar1,RRendiles,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
