Blancas,Negras,Result,ECO,Opening
mnmassari,Takitizeeee,0-1,E91,King's Indian Defense: Orthodox Variation
LeoTrinchera,mnmassari,0-1,A03,Bird : Dutch Variation
mnmassari,flash16,1-0,A46,Old Indian Defense: Czech Variation
GreyOliphant,mnmassari,0-1,B90,"Sicilian Defense: Scheveningen Variation, English Attack"
flavil,mnmassari,1-0,D43,Semi-Slav Defense
mnmassari,chessjo2,1-0,A41,Queen's Pawn Game
kantutan,mnmassari,0-1,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack"
handlittle,mnmassari,1-0,B00,Pirc Defense
mnmassari,contragambitod5,0-1,E94,"King's Indian Defense: Orthodox Variation, Positional Defense"
kalev27,mnmassari,0-1,D02,Queen's Pawn Game: Zukertort Variation
mnmassari,Aleks06723,1-0,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
mnmassari,BentengLutim,1-0,A30,English : Symmetrical Variation
Iloveu777,mnmassari,0-1,D00,Queen's Pawn Game
mnmassari,jalalh,1-0,E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation"
mnmassari,alfilc11,1-0,D15,Slav Defense: Three Knights Variation
Kindzadza65,mnmassari,0-1,D02,Queen's Pawn Game: Zukertort Variation
Takitizeeee,mnmassari,1/2-1/2,D43,Semi-Slav Defense
mnmassari,Nicklaus1,0-1,D02,Queen's Pawn Game: Symmetrical Variation
Ocean56,mnmassari,1-0,A00,Gedult's
mnmassari,nissugran,0-1,D12,"Slav Defense: Quiet Variation, Schallopp Defense"
jussik,mnmassari,1-0,A00,Hungarian
mnmassari,Ruhigspieler,0-1,E10,Tarrasch Defense: Symmetrical Variation
mnmassari,PferdeWagen,1-0,A27,"English : King's English Variation, Three Knights System"
abdallah_200,mnmassari,0-1,D02,Queen's Pawn Game: London System
quiqueone,mnmassari,1-0,D38,Queen's Gambit Declined: Ragozin Defense
mnmassari,ACTIVIDAD,0-1,A31,"English : Symmetrical Variation, Anti-Benoni Variation"
cem431,mnmassari,0-1,C00,French Defense: Knight Variation
mnmassari,Iloveu777,1-0,E10,Blumenfeld Countergambit
JustLoveChess,mnmassari,1-0,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack"
Loeksnokes,mnmassari,0-1,B50,Sicilian Defense: Delayed Alapin
Denz09,mnmassari,1-0,B10,Caro-Kann Defense
mnmassari,tahahabeeb,1/2-1/2,A13,English : Agincourt Defense
mnmassari,Anatoli-Roisman,1/2-1/2,A46,Old Indian Defense: Czech Variation
sharifi66,mnmassari,0-1,B00,Pirc Defense
mnmassari,beshukov,1-0,E94,"King's Indian Defense: Orthodox Variation, Positional Defense"
mnmassari,thohai,1-0,D43,Semi-Slav Defense
mnmassari,urz57,1-0,A40,Horwitz Defense
alldo5517,mnmassari,0-1,D11,Slav Defense: Quiet Variation
dioklecian,mnmassari,1-0,A46,Indian Defense: Wade-Tartakower Defense
Alex699,mnmassari,0-1,D02,Queen's Pawn Game: Zukertort Variation
Caifaz,mnmassari,1-0,B20,Sicilian Defense: Lasker-Dunne Attack
mnmassari,N1Y2T3,1-0,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
mnmassari,Leonardo_Cuello,1/2-1/2,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
ibrahimadly,mnmassari,1-0,B23,Sicilian Defense: Closed
mnmassari,oeg99,1-0,A20,"English : King's English Variation, Nimzowitsch Variation"
amiroseyn,mnmassari,0-1,B50,Sicilian Defense
CoachJen,mnmassari,1-0,A41,Queen's Pawn Game
mnmassari,NedoOr,0-1,D43,Semi-Slav Defense
mnmassari,Rune-81,1-0,D04,Queen's Pawn Game: Colle System
mnmassari,Leonsantillan,1-0,D04,"Queen's Pawn Game: Colle System, Anti-Colle"
DF_Knights,mnmassari,0-1,B00,Pirc Defense
mnmassari,Bastiat1,1-0,A43,Benoni Defense: Old Benoni
Gfunk,mnmassari,1-0,A00,Mieses
mnmassari,Pokhlebaev,0-1,A33,"English : Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense"
TheCasualPlayer,mnmassari,0-1,D43,Semi-Slav Defense
mnmassari,ajnetto,0-1,D43,Semi-Slav Defense
mnmassari,Hans_Ekbrand,0-1,D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense"
DppII,mnmassari,0-1,B00,Pirc Defense
ajnetto,mnmassari,0-1,E91,King's Indian Defense: Orthodox Variation
Mischievous_person,mnmassari,0-1,B07,Pirc Defense
mnmassari,Vinxng,1-0,A46,Indian Defense: Spielmann-Indian
mnmassari,averystrongplayer,1/2-1/2,D13,Slav Defense: Exchange Variation
napof,mnmassari,1-0,B22,Sicilian Defense: Alapin Variation
mnmassari,AllahBlessRussia,0-1,D94,Grnfeld Defense: Flohr Defense
mnmassari,retiredchess,1-0,A30,English : Symmetrical Variation
Vazmaz,mnmassari,0-1,B23,Sicilian Defense: Closed
mnmassari,avril_lavigne,0-1,D55,"Queen's Gambit Declined: Modern Variation, Normal Line"
