Blancas,Negras,Result,ECO,Opening
ruzgar07,jacksilany,1/2-1/2,C42,Russian Game: French Attack
suetam1997,jacksilany,1-0,A40,Queen's Pawn Game
jacksilany,paaataaa,1-0,C42,Russian Game: Classical Attack
jacksilany,analiz__am,0-1,-1,-1
Juandv12,jacksilany,1-0,C43,"Russian Game: Modern Attack, Symmetrical Variation"
gilaryaraujo12,jacksilany,1-0,C42,"Russian Game: Classical Attack, Marshall Variation"
sfelipe15,jacksilany,1-0,D00,Queen's Pawn Game: Mason Variation
carlosguillen,jacksilany,1-0,C43,"Russian Game: Modern Attack, Center Variation"
jacksilany,Lefevipe,1-0,B01,Scandinavian Defense: Gubinsky-Melts Defense
PedroMeneses,jacksilany,1/2-1/2,A21,"English : King's English Variation, Reversed Sicilian"
Danirod,jacksilany,1/2-1/2,C44,Scotch Game: Haxo Gambit
jacksilany,luysMoreno,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
jacksilany,NickJrRM,1-0,C44,King's Knight : Normal Variation
vicmanpal,jacksilany,0-1,D00,Queen's Pawn Game: Stonewall Attack
jacksilany,marvinbueno,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
Maudonaldo,jacksilany,1-0,C42,"Russian Game: Classical Attack, Staunton Variation"
jacksilany,NELBOX65,1-0,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
miguelsimancas30,jacksilany,1-0,D48,Semi-Slav Defense: Meran Variation
jacksilany,JhovelR,0-1,B32,Sicilian Defense: Open
fernan2008,jacksilany,1-0,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
jacksilany,gilaryaraujo12,0-1,C42,"Russian Game: Classical Attack, Marshall Variation"
jacksilany,fernan2008,0-1,B50,Sicilian Defense
Newchacal,jacksilany,0-1,D05,Queen's Pawn Game: Colle System
cibergym,jacksilany,1-0,C24,Bishop's : Berlin Defense
jacksilany,gilaryaraujo12,0-1,C42,"Russian Game: Classical Attack, Marshall Variation"
jacksilany,carlosbedoya,1-0,C42,Russian Game: Classical Attack
Cantinasss,jacksilany,0-1,D02,Queen's Pawn Game: London System
jacksilany,Dani1221,0-1,C44,Scotch Game
GORA12,jacksilany,1-0,C42,Russian Game: French Attack
jacksilany,Tata2012,1-0,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
GORA12,jacksilany,0-1,C42,Russian Game: Three Knights Game
jacksilany,Vale2131,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
arturo333,jacksilany,1-0,C33,"King's Gambit Accepted: Bishop's Gambit, Maurian Defense"
jacksilany,DanielaPineda20,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
jacksilany,lider34,1-0,B12,"Caro-Kann Defense: Advance Variation, Short Variation"
SphamandlaTheCaptian,jacksilany,0-1,C22,Center Game: Normal Variation
dksaxena,jacksilany,0-1,C50,"Italian Game: Giuoco Pianissimo, Canal Variation"
jacksilany,Anahit2009,0-1,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
lider34,jacksilany,1-0,C47,Four Knights Game
jacksilany,mahen,0-1,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation"
ManarMemari,jacksilany,1-0,A21,"English : King's English Variation, Reversed Sicilian"
awesome121,jacksilany,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
jacksilany,waleedsheess,1-0,B12,Caro-Kann Defense
RONALDBERDERA,jacksilany,0-1,B15,Caro-Kann Defense
jacksilany,girdharilal,0-1,B06,Modern Defense
jacksilany,Lilia2010,0-1,C45,Scotch Game: Schmidt Variation
Bikexanim,jacksilany,1/2-1/2,C42,Russian Game: Cozio Attack
jacksilany,dksaxena,0-1,C45,Scotch Game
jacksilany,hesham27,1/2-1/2,C41,Philidor Defense
DavtyanDavid_2011,jacksilany,1-0,C55,Italian Game: Two Knights Defense
jacksilany,Lilia2010,1-0,C45,Scotch Game: Schmidt Variation
bhringis,jacksilany,1-0,A00,Hungarian
jacksilany,piyush_jpr_chess,0-1,-1,-1
RobeRt_A,jacksilany,1-0,C42,Russian Game: Cozio Attack
jacksilany,SAYADYAN,1-0,C45,Scotch Game: Classical Variation
jacksilany,Rundown21,1-0,C21,Center Game: Kieseritzky Variation
miguelsimancas30,jacksilany,1-0,D30,Semi-Slav Defense: Quiet Variation
uranom0403,jacksilany,0-1,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation"
jacksilany,willygalleta,0-1,C45,Scotch Game: Classical Variation
jacksilany,whitelyon,1-0,B00,King's Pawn
The_Matrix_Chess,jacksilany,1-0,C42,Russian Game: Three Knights Game
jacksilany,Cemg22,0-1,B33,Sicilian Defense: Lasker-Pelikan Variation
Linarcoven,jacksilany,1-0,C42,Russian Game
Cemg22,jacksilany,0-1,A13,"English : Agincourt Defense, Kurajica Defense"
jacksilany,balachess1980,0-1,B03,Alekhine Defense
DobleJaque,jacksilany,0-1,A21,"English : King's English Variation, Reversed Sicilian"
jacksilany,Chesskilled,0-1,-1,-1
DjSoul7,jacksilany,0-1,A21,English : King's English Variation
jacksilany,mmayol,1-0,C07,"French Defense: Tarrasch Variation, Open System, Schting Line"
killervenezuela,jacksilany,1-0,D45,"Semi-Slav Defense: Stoltz Variation, Shabalov Attack"
jacksilany,Santiagomessi2010,1-0,C41,Philidor Defense: Nimzowitsch Variation
Chesstony24,jacksilany,1-0,C42,Russian Game: Three Knights Game
jacksilany,madc431972,0-1,B06,Modern Defense
Puedolograrlo,jacksilany,1-0,C42,Russian Game: Three Knights Game
jacksilany,Fischer_2810,1-0,B00,King's Pawn
ErasmoP,jacksilany,0-1,C42,Russian Game: Three Knights Game
Newchacal,jacksilany,1-0,D05,Queen's Pawn Game: Colle System
jacksilany,jose-2003,0-1,B27,Sicilian Defense: Hyperaccelerated Fianchetto
jacksilany,donmiguelnajdorf,0-1,B90,Sicilian Defense: Najdorf Variation
Tommylyon,jacksilany,1-0,C42,Russian Game: Nimzowitsch Attack
Luis_Mata,jacksilany,0-1,C42,Russian Game: Three Knights Game
jacksilany,carlosguillen,1-0,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
jacksilany,gustyn,1-0,B41,Sicilian Defense: Kan Variation
profegimenez,jacksilany,1-0,C42,"Russian Game: Classical Attack, Staunton Variation"
ArmandoZanella16,jacksilany,1-0,C42,Russian Game: Three Knights Game
jacksilany,jonathang,0-1,B33,Sicilian Defense: Lasker-Pelikan Variation
Sinrepertorio123,jacksilany,1-0,D43,Semi-Slav Defense
