Blancas,Negras,Result,ECO,Opening
fernan2008,Rjpc,0-1,B22,Sicilian Defense: Alapin Variation
Rjpc,RobiePereira,0-1,C46,Three Knights
pictorem,Rjpc,1-0,B52,"Sicilian Defense: Canal Attack, Main Line"
Rjpc,Venechamo,0-1,C46,Three Knights
vera_endel,Rjpc,0-1,A43,Benoni Defense: Benoni Gambit Accepted
Wasdin1968,Rjpc,0-1,B70,Sicilian Defense: Dragon Variation
Rjpc,Rosselyslc,1-0,C48,"Four Knights Game: Spanish Variation, Classical Variation"
Rjpc,Lefevipe,1-0,B56,Sicilian Defense: Classical Variation
Bomm31,Rjpc,1-0,B23,Sicilian Defense: Closed
Aleman1982,Rjpc,1-0,B50,Sicilian Defense: Modern Variations
Rjpc,Yesiosita,1-0,C48,Four Knights Game: Spanish Variation
Rjpc,simonriera9,0-1,C48,Four Knights Game: Spanish Variation
Eduardoluisgm,Rjpc,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
Rjpc,almeridavenezuela,0-1,B06,Modern Defense: Two Knights Variation
Rjpc,angelcorrea,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
JCAlvarezSanchez16,Rjpc,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
jorlazchess,Rjpc,1-0,A30,English : Symmetrical Variation
Rjpc,josemoramoron,1-0,B01,Scandinavian Defense: Gubinsky-Melts Defense
Rjpc,Yesiosita,1-0,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation"
chesslover24,Rjpc,1-0,-1,-1
StarMasterSM,Rjpc,0-1,-1,-1
Rjpc,abhishek925,0-1,-1,-1
Rjpc,Stuscottslazyeye,0-1,B00,Owen Defense
pempekpalembang,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,ilham_17,0-1,-1,-1
Rjpc,franblu,1-0,B95,Sicilian Defense: Najdorf Variation
Gian78,Rjpc,0-1,A04,Zukertort : Sicilian Invitation
Rjpc,moisesbastidas7822,0-1,B00,Owen Defense
mherize,Rjpc,1-0,B72,"Sicilian Defense: Dragon Variation, Classical Variation"
Rjpc,moisesbastidas7822,1/2-1/2,B95,Sicilian Defense: Najdorf Variation
