Blancas,Negras,Result,ECO,Opening
harminius,carlbc84,1-0,C51,"Italian Game: Evans Gambit, McDonnell Defense, Main Line"
carlbc84,yucet1867,1-0,C41,Philidor Defense: Lion Variation
carlbc84,aristokleev76,1-0,C46,Three Knights
pashtet1212,carlbc84,1-0,C64,Ruy Lopez: Classical Variation
carlbc84,federocchi,1/2-1/2,B27,Sicilian Defense: Hyperaccelerated Pterodactyl
KI_Averbach,carlbc84,1-0,D08,"Queen's Gambit Declined: Albin Countergambit, Modern Line"
carlbc84,MrFawlty,1-0,B50,Sicilian Defense: Modern Variations
carlbc84,Wa1termelon,1-0,B30,Sicilian Defense: Old Sicilian
KaliteliAcemi,carlbc84,1-0,C64,"Ruy Lopez: Classical Variation, Central Variation"
carlbc84,ENPS_KB,1/2-1/2,B43,"Sicilian Defense: Kan Variation, Knight Variation"
GustafIII,carlbc84,1-0,C50,Italian Game: Giuoco Pianissimo
refras,carlbc84,1-0,D08,Queen's Gambit Declined: Albin Countergambit
VODOOO,carlbc84,1-0,C64,Ruy Lopez: Classical Variation
carlbc84,Cortiano,0-1,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation"
carlbc84,GustafIII,1-0,C40,Gunderam Defense
SagittariusAAA,carlbc84,1/2-1/2,C64,Ruy Lopez: Classical Variation
carlbc84,Isselmou1,0-1,B30,Sicilian Defense: Old Sicilian
virtall,carlbc84,0-1,A52,"Indian Defense: Budapest Defense, Adler Variation"
carlbc84,acamuffo,1-0,B45,"Sicilian Defense: Taimanov Variation, Normal Variation"
Nexhiphoti1,carlbc84,1-0,A51,Indian Defense: Budapest Defense
carlbc84,Parzival5,1-0,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
optimista2,carlbc84,0-1,C25,Vienna Game: Anderssen Defense
carlbc84,yata50,1-0,B10,Caro-Kann Defense
carlbc84,Jesus1999GM,0-1,B01,Scandinavian Defense: Modern Variation
Jesus1999GM,carlbc84,1-0,C55,"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation"
carlbc84,Jesus1999GM,0-1,C00,French Defense: Knight Variation
Jesus1999GM,carlbc84,1-0,C46,Three Knights
carlbc84,Jesus1999GM,1-0,B72,"Sicilian Defense: Dragon Variation, Classical Variation"
Jesus1999GM,carlbc84,1-0,C44,Scotch Game: Vitzthum Attack
carlbc84,Jesus1999GM,1-0,B73,"Sicilian Defense: Dragon Variation, Classical Variation"
Jesus1999GM,carlbc84,1-0,C64,"Ruy Lopez: Classical Variation, Central Variation"
carlbc84,SomeOrdinaryChessPla,0-1,C00,French Defense: Two Knights Variation
Soufianimohamed,carlbc84,1/2-1/2,C21,Center Game: Kieseritzky Variation
Odovacrius,carlbc84,1/2-1/2,C25,"Vienna Game: Vienna Gambit, Steinitz Gambit"
carlbc84,Jobst-Michael,0-1,B28,"Sicilian Defense: O'Kelly Variation, Normal System"
Askari1,carlbc84,0-1,A51,Indian Defense: Budapest Defense
Emerithus,carlbc84,0-1,A45,Indian Defense
carlbc84,bajecjec,1-0,B27,Sicilian Defense: Hyperaccelerated Pterodactyl
carlbc84,JohnBuryman,0-1,B10,Caro-Kann Defense
carlbc84,panicstation,1/2-1/2,B10,Caro-Kann Defense: Two Knights Attack
TakeMyPeace,carlbc84,1-0,C23,Bishop's : Boi Variation
Dilandu,carlbc84,1/2-1/2,C50,Giuoco Piano
carlbc84,Venjosojerrot,0-1,C42,Russian Game: Stafford Gambit
zamzam454,carlbc84,1/2-1/2,C33,King's Gambit Accepted: Bishop's Gambit
passedpawny,carlbc84,1-0,C53,Italian Game: Classical Variation
carlbc84,Changson21,1-0,B30,Sicilian Defense: Old Sicilian
carlbc84,petr42020,1-0,C46,Three Knights
sechessmaster,carlbc84,0-1,C53,"Italian Game: Classical Variation, La Bourdonnais Variation"
carlbc84,saltik,1-0,B10,Caro-Kann Defense
Janigro,carlbc84,1-0,E17,"Queen's Indian Defense: Classical Variation, Polugaevsky Gambit"
carlbc84,jaxxedd,0-1,B27,Sicilian Defense: Hyperaccelerated Fianchetto
