Blancas,Negras,Result,ECO,Opening
tousannejjes,Adiosabu23,0-1,B22,"Sicilian Defense: Alapin Variation, Barmen Defense"
chessyeg,Adiosabu23,0-1,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation"
korse,Adiosabu23,1-0,A00,Anderssen's
Adiosabu23,Bastiphil,0-1,A54,Old Indian Defense: Two Knights Variation
Adiosabu23,UchiwaZero,1-0,D30,Queen's Gambit Declined
Adiosabu23,Kolian222,0-1,B06,Modern Defense: Pseudo-Austrian Attack
James78,Adiosabu23,0-1,B32,Sicilian Defense: Lwenthal Variation
Adiosabu23,Harasskin,0-1,D31,Queen's Gambit Declined: Charousek Variation
pasino,Adiosabu23,0-1,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
Recobachess,Adiosabu23,1-0,D00,Queen's Pawn Game: Mason Variation
Adiosabu23,Prihlop,1-0,A57,Benko Gambit Declined: Main Line
Prihlop,Adiosabu23,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
Adiosabu23,cyryd,0-1,E20,Nimzo-Indian Defense
Lolc5,Adiosabu23,1-0,A45,Indian Defense
Adiosabu23,gameoverbro,0-1,B07,Pirc Defense
ArabianChessFriends,Adiosabu23,1-0,A01,Nimzo-Larsen Attack: Classical Variation
Adiosabu23,DNA-man,1-0,A46,Indian Defense: Knights Variation
Adiosabu23,Peng_Li_Min,0-1,A52,"Indian Defense: Budapest Defense, Adler Variation"
Volvaric,Adiosabu23,1-0,B15,Caro-Kann Defense: Tartakower Variation
Adiosabu23,FedaMaster,0-1,A85,Dutch Defense: Queen's Knight Variation
AttackingBeast,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Tal Variation"
Adiosabu23,AttackingBeast,0-1,A48,Torre Attack
Adiosabu23,kichot78,1-0,A46,"Queen's Pawn Game: Veresov Attack, Classical Defense"
chargemax23,Adiosabu23,0-1,A10,English
Menshikov_Sergey,Adiosabu23,1-0,B10,Caro-Kann Defense: Two Knights Attack
Adiosabu23,schoolchess93,0-1,D85,Grnfeld Defense: Exchange Variation
Adiosabu23,TOTOYBATO1,0-1,A60,Benoni Defense: Modern Variation
JeyhunD,Adiosabu23,0-1,A45,Indian Defense
Adiosabu23,lavr64,1/2-1/2,A43,Benoni Defense: Old Benoni
JelenaZ,Adiosabu23,1-0,B10,Caro-Kann Defense
sstrb,Adiosabu23,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line"
leopslr,Adiosabu23,0-1,B13,Caro-Kann Defense: Exchange Variation
Adiosabu23,leopslr,0-1,D35,Queen's Gambit Declined: Normal Defense
Adiosabu23,Buffy7,0-1,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack"
eco-chess,Adiosabu23,0-1,D10,Slav Defense
Adiosabu23,sstrb,1-0,D10,Slav Defense
GRXbullet,Adiosabu23,1-0,B10,Caro-Kann Defense
stammargg,Adiosabu23,0-1,B12,"Caro-Kann Defense: Advance Variation, Short Variation"
Adiosabu23,Pastukhov_Nicolay,1/2-1/2,D10,Slav Defense
Adiosabu23,Showofff,0-1,D01,Richter-Veresov Attack
kasparik_garik,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Tal Variation"
Adiosabu23,Hungry_Dragon,1-0,D07,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation"
whiteprocess,Adiosabu23,1-0,B14,Caro-Kann Defense: Panov Attack
h1ppopotamus,Adiosabu23,0-1,B12,Caro-Kann Defense: Advance Variation
Adiosabu23,h1ppopotamus,1-0,E40,Nimzo-Indian Defense: Normal Line
seriouxblack,Adiosabu23,0-1,D30,Queen's Gambit Declined
Nat74,Adiosabu23,0-1,E10,Tarrasch Defense: Symmetrical Variation
Adiosabu23,grandmastergauri,0-1,E76,King's Indian Defense: Four Pawns Attack
Adiosabu23,kichot78,0-1,E48,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense"
Adiosabu23,Parwis,0-1,A51,Indian Defense: Budapest Defense
Adiosabu23,stammargg,1-0,B07,Czech Defense
CubaE8,Adiosabu23,0-1,B12,"Caro-Kann Defense: Advance Variation, Short Variation"
Adiosabu23,Succession,1-0,A45,Indian Defense
ruzomberok,Adiosabu23,1-0,D41,Queen's Gambit Declined: Semi-Tarrasch Defense
Galia_Bazhenova,Adiosabu23,1/2-1/2,B15,Caro-Kann Defense: Tartakower Variation
riga1960,Adiosabu23,0-1,D00,Queen's Pawn Game: Chigorin Variation
Adiosabu23,FallschirmSpringer,0-1,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack"
FallschirmSpringer,Adiosabu23,1-0,D02,Queen's Pawn Game: Anti-Torre
Adiosabu23,lestri,0-1,B07,Pirc Defense
SandyWexler,Adiosabu23,1-0,B23,Sicilian Defense: Grand Prix Attack
Adiosabu23,Preliator_Victrix,0-1,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack"
Adiosabu23,tactinhos2900,0-1,A56,Benoni Defense
Crest64,Adiosabu23,1-0,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation"
Adiosabu23,lavr64,0-1,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation"
mocaspoke,Adiosabu23,0-1,D80,Grnfeld Defense
Adiosabu23,Genius_007,1/2-1/2,D20,Queen's Gambit Accepted: Old Variation
Rolla-tsport,Adiosabu23,1-0,B15,Caro-Kann Defense: Forgacs Variation
Adiosabu23,cuchillojamonero,1-0,D01,Richter-Veresov Attack
chargemax23,Adiosabu23,1-0,A10,English
Adiosabu23,Zeveraar-Glen,0-1,C11,"French Defense: Steinitz Variation, Boleslavsky Variation"
Zeveraar-Glen,Adiosabu23,1/2-1/2,A28,"English : King's English Variation, Four Knights Variation, Quiet Line"
Adiosabu23,Zeveraar-Glen,1-0,B12,Caro-Kann Defense: Advance Variation
SD63,Adiosabu23,0-1,B15,Caro-Kann Defense: Tartakower Variation
Adiosabu23,nilwil,1-0,A45,Queen's Pawn Game: Chigorin Variation
Adiosabu23,anonymous64206d,0-1,D85,Grnfeld Defense: Exchange Variation
PhoenixRebornAshes,Adiosabu23,1-0,E04,Catalan : Open Defense
Haydon,Adiosabu23,1-0,D40,Queen's Gambit Declined: Semi-Tarrasch Defense
Adiosabu23,EXPLOSION111,0-1,A44,Benoni Defense: Old Benoni
santig8,Adiosabu23,0-1,B12,Caro-Kann Defense: Advance Variation
marvinguev,Adiosabu23,0-1,B12,Caro-Kann Defense
Adiosabu23,axel1702,1-0,A00,Mieses
Thobisch,Adiosabu23,1-0,A10,English
Adiosabu23,YatzenkoAnton,0-1,D00,Queen's Pawn Game
mostrovski,Adiosabu23,1-0,B13,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation"
yackobaby,Adiosabu23,1-0,A01,Nimzo-Larsen Attack: Indian Variation
Adiosabu23,stammargg,1-0,A81,Dutch Defense: Blackburne Variation
Adiosabu23,Chalawan,0-1,D01,Richter-Veresov Attack
Italiangangster,Adiosabu23,1/2-1/2,D00,Queen's Pawn Game: Mason Variation
Artoo,Adiosabu23,1-0,D53,Queen's Gambit Declined
Adiosabu23,Professor_Coach,0-1,A41,King's Pawn Game: Marczy Defense
RobCifuentes,Adiosabu23,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
sillyMASTER,Adiosabu23,1-0,B10,Caro-Kann Defense
TeliTmas,Adiosabu23,0-1,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
Adiosabu23,AJSF2020,1-0,E76,King's Indian Defense: Four Pawns Attack
Adiosabu23,T-Stevenson,1-0,D35,Queen's Gambit Declined: Exchange Variation
Nadigraj,Adiosabu23,1-0,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation"
Manuela004,Adiosabu23,0-1,B15,Caro-Kann Defense: Tartakower Variation
Van-Lang,Adiosabu23,0-1,D00,Queen's Pawn Game: Mason Variation
Adiosabu23,hhc8page,1-0,B15,Caro-Kann Defense: Tartakower Variation
Juanchess5,Adiosabu23,0-1,D02,Queen's Pawn Game: Anti-Torre
Adiosabu23,IMAndrasToth,1-0,E70,King's Indian Defense: Normal Variation
Van-Lang,Adiosabu23,0-1,B16,Caro-Kann Defense: Bronstein-Larsen Variation
Adiosabu23,alfilparanoico21,1-0,A40,"Pterodactyl Defense: Fianchetto, Queen Pteranodon"
Lolc5,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Bronstein Variation"
Lolc5,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Bronstein Variation"
Adiosabu23,Papamishki,0-1,C19,"French Defense: Winawer Variation, Advance Variation"
Adiosabu23,Upsylon,1/2-1/2,D20,Queen's Gambit Accepted: Old Variation
JelenaZ,Adiosabu23,1-0,B10,Caro-Kann Defense
behrooz10000,Adiosabu23,0-1,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense"
Adiosabu23,Pickanninny,0-1,E76,King's Indian Defense: Four Pawns Attack
Adiosabu23,TokChess,1-0,B00,Pirc Defense
TokChess,Adiosabu23,1/2-1/2,B10,Caro-Kann Defense: Breyer Variation
Adiosabu23,lukas_111111,1/2-1/2,E48,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense"
kichot78,Adiosabu23,1-0,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation"
Adiosabu23,lestri,1/2-1/2,B00,Pirc Defense
Karlos_ulsk,Adiosabu23,1/2-1/2,D02,Queen's Pawn Game: Zukertort Variation
Adiosabu23,revenruskeroverisen,0-1,D01,Richter-Veresov Attack
revenruskeroverisen,Adiosabu23,1/2-1/2,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation"
Nadigraj,Adiosabu23,1-0,B10,Caro-Kann Defense: Accelerated Panov Attack
Adiosabu23,chessiando,0-1,D35,Queen's Gambit Declined: Normal Defense
chessiando,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Short Variation"
Adiosabu23,Dynamikus,1-0,D45,Semi-Slav Defense: Accelerated Meran Variation
Adiosabu23,chessiando,0-1,D05,Queen's Pawn Game: Colle System
gainzzz,Adiosabu23,1-0,B10,Caro-Kann Defense
Adiosabu23,Mirror33,1/2-1/2,A50,Indian Defense: Normal Variation
Jero_el_siniestro,Adiosabu23,0-1,B13,Caro-Kann Defense: Panov Attack
Adiosabu23,Porter1,0-1,D00,Queen's Pawn Game: Chigorin Variation
Adiosabu23,Koenigsindisch,0-1,A33,"English : Symmetrical Variation, Anti-Benoni Variation, Geller Variation"
man_man_lai,Adiosabu23,0-1,B13,Caro-Kann Defense: Exchange Variation
chargemax23,Adiosabu23,1-0,D42,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line"
Adiosabu23,EminovOrkhan,1/2-1/2,E73,"King's Indian Defense: Normal Variation, Standard Development"
EminovOrkhan,Adiosabu23,1/2-1/2,B10,Caro-Kann Defense
Adiosabu23,Cheapie,0-1,E48,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense"
brunoo2003,Adiosabu23,0-1,A01,Nimzo-Larsen Attack: Symmetrical Variation
Anton_Volovikov,Adiosabu23,0-1,B15,Caro-Kann Defense: Forgacs Variation
Adiosabu23,Anton_Volovikov,1-0,D06,"Queen's Gambit Declined: Baltic Defense, Pseudo-Chigorin"
Anton_Volovikov,Adiosabu23,1-0,B15,Caro-Kann Defense: Forgacs Variation
Adiosabu23,Anton_Volovikov,1/2-1/2,D06,Queen's Gambit Declined: Baltic Defense
Anton_Volovikov,Adiosabu23,0-1,B16,Caro-Kann Defense: Bronstein-Larsen Variation
Adiosabu23,Amirreza_p,1-0,D10,Slav Defense: Exchange Variation
Karl0choa,Adiosabu23,0-1,B16,Caro-Kann Defense: Bronstein-Larsen Variation
Strikerperruno,Adiosabu23,0-1,D02,Queen's Pawn Game: Symmetrical Variation
Machinegunusa,Adiosabu23,1-0,B15,Caro-Kann Defense: Main Line
Adiosabu23,Abouyahya1983,0-1,D07,Queen's Gambit Declined: Chigorin Defense
Adiosabu23,alina0220,1-0,E70,King's Indian Defense: Normal Variation
kichot78,Adiosabu23,1-0,D30,Queen's Gambit Declined
marvinguev,Adiosabu23,0-1,B12,"Caro-Kann Defense: Advance Variation, Tal Variation"
santig8,Adiosabu23,1-0,B12,"Caro-Kann Defense: Advance Variation, Tal Variation"
