Blancas,Negras,Result,ECO,Opening
WorldsFreshest187,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,WorldsFreshest187,0-1,D02,Queen's Pawn Game: Chigorin Variation
WorldsFreshest187,ACEROJAVIER,1-0,B06,Modern Defense
Misirs,ACEROJAVIER,0-1,A42,Modern Defense: Kotov Variation
ACEROJAVIER,ThataMtEx,1-0,B12,Caro-Kann Defense: Advance Variation
ACEROJAVIER,AlejandroKasparov,0-1,C00,Queen's Pawn Game: Franco-Sicilian Defense
Mishrajii,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,VladimirKozlof,0-1,D00,Queen's Pawn Game: Mason Variation
ACEROJAVIER,Mohammadbangkit,0-1,A46,Indian Defense: Wade-Tartakower Defense
Mohammadbangkit,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,jesusFG,0-1,D02,Queen's Pawn Game: London System
ACEROJAVIER,dssen,1-0,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,batjargal61,0-1,D02,Queen's Pawn Game: Chigorin Variation
Jonepol00,ACEROJAVIER,1-0,A42,Modern Defense: Kotov Variation
ACEROJAVIER,Jonepol00,0-1,A46,Indian Defense: London System
JDanielSeguraT,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,PsychoBuster,1-0,A60,Benoni Defense: Modern Variation
mel_smog,ACEROJAVIER,1-0,A40,Modern Defense
Slyxdexic,ACEROJAVIER,0-1,B06,Modern Defense
Edge1981,ACEROJAVIER,1-0,A42,Modern Defense: Kotov Variation
ACEROJAVIER,Leyva-1997,1-0,A45,Indian Defense
felipesan,ACEROJAVIER,1-0,A00,Hungarian : Symmetrical Variation
ACEROJAVIER,felipesan,1-0,A04,Zukertort : Kingside Fianchetto
felipesan,ACEROJAVIER,1-0,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,felipesan,0-1,B06,Modern Defense
felipesan,ACEROJAVIER,1/2-1/2,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,QUAN7,1-0,C25,Vienna Game
Drusseldorf,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,vntutov,1-0,A48,London System
Dubn23,ACEROJAVIER,1-0,A41,Modern Defense
ACEROJAVIER,Dubn23,1-0,D02,Queen's Pawn Game: London System
LosMochisPlayer,ACEROJAVIER,1-0,B06,Modern Defense: Standard Defense
dirleycardozo,ACEROJAVIER,0-1,B06,Modern Defense: Three Pawns Attack
ACEROJAVIER,dirleycardozo,0-1,A01,Nimzo-Larsen Attack: Modern Variation
dirleycardozo,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,dirleycardozo,1-0,D02,Queen's Pawn Game: Zukertort Variation
kapparossolo,ACEROJAVIER,1-0,A10,English : Great Snake Variation
chakana,ACEROJAVIER,0-1,A40,Modern Defense
ACEROJAVIER,chakana,1-0,D02,Queen's Pawn Game: London System
ACEROJAVIER,alkhane,1-0,A01,Nimzo-Larsen Attack: English Variation
alkhane,ACEROJAVIER,1/2-1/2,A10,English : Great Snake Variation
ACEROJAVIER,alkhane,0-1,A04,Zukertort : Dutch Variation
alkhane,ACEROJAVIER,1-0,A10,English : Great Snake Variation
ACEROJAVIER,JCAlvarezSanchez16,1-0,A46,Indian Defense: Wade-Tartakower Defense
elis202020,ACEROJAVIER,1-0,B07,Modern Defense: Geller's System
jesus-1820,ACEROJAVIER,1/2-1/2,B06,Modern Defense: Two Knights Variation
ArmandoZanella16,ACEROJAVIER,1/2-1/2,B06,Modern Defense: Bishop Attack
ACEROJAVIER,eliezer0427,1-0,A04,Zukertort
ACEROJAVIER,monichess777,1-0,A46,Indian Defense: Wade-Tartakower Defense
willysdiaz40,ACEROJAVIER,1-0,B06,Modern Defense: Two Knights Variation
ACEROJAVIER,Andresky,0-1,A47,Queen's Indian Defense
abelardo7,ACEROJAVIER,0-1,A41,Modern Defense
ACEROJAVIER,ElsuperRODRI,0-1,A48,London System
ACEROJAVIER,Atef12,0-1,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,Kazajo,1-0,A04,Zukertort : Pirc Invitation
Kazajo,ACEROJAVIER,1/2-1/2,B06,Modern Defense
ACEROJAVIER,Bintang120812,1/2-1/2,D02,Queen's Pawn Game: London System
ACEROJAVIER,Petro_chess,0-1,A04,Zukertort : Queen's Gambit Invitation
hernymet,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,hernymet,0-1,D02,Queen's Pawn Game: Chigorin Variation
hernymet,ACEROJAVIER,1/2-1/2,A41,Robatsch Defense
ACEROJAVIER,hernymet,0-1,A48,East Indian Defense
IrreverentIguana,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,hp300300,1-0,A04,Zukertort : Slav Invitation
hp300300,ACEROJAVIER,1/2-1/2,A40,Modern Defense
ACEROJAVIER,Canimar,0-1,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,nbqofficial,1-0,D02,Queen's Pawn Game: London System
chessjulio31,ACEROJAVIER,1-0,A00,Polish : King's Indian Variation
Grigory2016,ACEROJAVIER,0-1,A40,Modern Defense
Rchevechess,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,Rchevechess,0-1,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,DAMIAN_CAI,0-1,A04,Zukertort : Dutch Variation
Qeensacguy,ACEROJAVIER,0-1,B06,Modern Defense: Two Knights Variation
ACEROJAVIER,skaret,1-0,A46,Indian Defense: Spielmann-Indian
yyemremi,ACEROJAVIER,0-1,A40,Modern Defense
SwirlingMadness,ACEROJAVIER,0-1,B06,Modern Defense
Peymanuuu,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,cerg-61,1-0,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,DiplomatAgent,1-0,A04,Zukertort : Queen's Gambit Invitation
ACEROJAVIER,Bouletnul,1-0,D02,Queen's Pawn Game: London System
reaffogato,ACEROJAVIER,0-1,A40,Modern Defense
Bitlis-13,ACEROJAVIER,0-1,A00,Hungarian : Symmetrical Variation
ACEROJAVIER,Madalamadala,0-1,A04,Zukertort : Queen's Gambit Invitation
ACEROJAVIER,Luchessclub,0-1,A46,Indian Defense: Wade-Tartakower Defense
Frankkk8,ACEROJAVIER,0-1,A40,Modern Defense
momo6,ACEROJAVIER,0-1,B06,Modern Defense
santhoshms,ACEROJAVIER,1-0,B07,Modern Defense: Geller's System
ACEROJAVIER,santhoshms,0-1,D02,Queen's Pawn Game: Chigorin Variation
Tristan87,ACEROJAVIER,0-1,A00,Mieses
ACEROJAVIER,ivanbasov1981,1-0,A48,East Indian Defense
ACEROJAVIER,Mehdidada,1-0,A04,Zukertort : Slav Invitation
Mehdidada,ACEROJAVIER,1-0,A41,Modern Defense
ACEROJAVIER,User_name01,1-0,D02,Queen's Pawn Game: London System
mx_freeb,ACEROJAVIER,0-1,B06,Modern Defense: Three Pawns Attack
hp300300,ACEROJAVIER,1/2-1/2,A40,Modern Defense
ACEROJAVIER,hp300300,0-1,A04,Zukertort : Slav Invitation
trader_ok,ACEROJAVIER,1-0,A40,Modern Defense
ACEROJAVIER,ramgulf,1-0,A46,Dry Defense
Demans2,ACEROJAVIER,1-0,A01,Nimzo-Larsen Attack
ACEROJAVIER,Demans2,0-1,A04,Zukertort : Queenside Fianchetto Variation
Demans2,ACEROJAVIER,1-0,A01,Nimzo-Larsen Attack
ACEROJAVIER,samwize,1-0,A04,Zukertort : Pirc Invitation
BPS101,ACEROJAVIER,0-1,A40,Modern Defense
ACEROJAVIER,EdyFelson,1-0,D02,Queen's Pawn Game: Symmetrical Variation
EdyFelson,ACEROJAVIER,1-0,B06,Modern Defense: Pseudo-Austrian Attack
ACEROJAVIER,Tac_Tic,0-1,A04,Zukertort : Queen's Gambit Invitation
ACEROJAVIER,AhmedSenoni,1-0,D02,Queen's Pawn Game: London System
kakarot8888,ACEROJAVIER,1-0,B06,Modern Defense
FuadAlAlam,ACEROJAVIER,1-0,B07,Modern Defense: Geller's System
ACEROJAVIER,GWINARTO,1-0,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,Sh0ckwave,0-1,A46,Indian Defense: Wade-Tartakower Defense
Sh0ckwave,ACEROJAVIER,1-0,B06,Modern Defense: Two Knights Variation
Jhiro_Zentha,ACEROJAVIER,1/2-1/2,A41,Modern Defense
ACEROJAVIER,Jhiro_Zentha,0-1,D02,Queen's Pawn Game: Krause Variation
Sushantrreigns,ACEROJAVIER,0-1,A41,Robatsch Defense
ACEROJAVIER,schoollunch,1-0,D02,Queen's Pawn Game: Chigorin Variation
YouWin0505,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,YouWin0505,1-0,A01,Nimzo-Larsen Attack: Indian Variation
YouWin0505,ACEROJAVIER,1-0,A40,Modern Defense
ACEROJAVIER,YouWin0505,1/2-1/2,A45,Indian Defense
YouWin0505,ACEROJAVIER,1-0,A40,Modern Defense
ACEROJAVIER,YouWin0505,1-0,D02,Queen's Pawn Game: London System
YouWin0505,ACEROJAVIER,1-0,A42,Modern Defense: Kotov Variation
ACEROJAVIER,YouWin0505,1-0,D02,Queen's Pawn Game: London System
Starcla,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,itapiri,1-0,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,MrHurao,1/2-1/2,D02,Queen's Pawn Game: Zukertort Variation
Felix_pr,ACEROJAVIER,1-0,A41,Modern Defense
Felix_pr,ACEROJAVIER,1-0,A41,Modern Defense
ACEROJAVIER,Felix_pr,0-1,A04,Zukertort : Queen's Gambit Invitation
Felix_pr,ACEROJAVIER,1-0,A41,Modern Defense
Porsche993,ACEROJAVIER,0-1,B06,Modern Defense
Boblanouille,ACEROJAVIER,0-1,B06,Modern Defense
NikolaDubovik,ACEROJAVIER,1-0,A02,Bird
ACEROJAVIER,ANGELMENDOZA342,1-0,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,vellaCiao,1-0,A04,Zukertort : Black Mustang Defense
