Blancas,Negras,Result,ECO,Opening
tigerman2020,Monchosky,1-0,C01,French Defense: Exchange Variation
Monchosky,Talfan007,0-1,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
Monchosky,Alsahik,0-1,B40,Sicilian Defense: Smith-Morra Gambit Deferred
Mir_tenej,Monchosky,0-1,C01,"French Defense: Exchange Variation, Svenonius Variation"
Oborrr,Monchosky,0-1,C00,French Defense: Knight Variation
Monchosky,Noxieziso,1-0,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation"
Monchosky,toolate_1,0-1,B21,Sicilian Defense: Smith-Morra Gambit
karagog,Monchosky,1-0,C02,"French Defense: Advance Variation, Main Line"
Monchosky,chad654321,0-1,C00,French Defense: Schlechter Variation
h2Omellon,Monchosky,1-0,A45,Indian Defense
res10,Monchosky,0-1,A00,Van't Kruijs
Monchosky,Asam15,1-0,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,Miritison,1-0,C02,French Defense: Advance Variation
Miritison,Monchosky,0-1,C02,"French Defense: Advance Variation, Paulsen Attack"
Monchosky,chazezesa,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Romcio,Monchosky,0-1,A13,"English : Agincourt Defense, Kurajica Defense"
Agent-44,Monchosky,0-1,C00,French Defense
Monchosky,roman_knight,0-1,B00,Rat Defense: Antal Defense
Monchosky,amirali92niar,1-0,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense"
yo_its_elvis,Monchosky,1-0,A00,Hungarian
Monchosky,bih_1963,0-1,C02,French Defense: Advance Variation
King_Khaled,Monchosky,1-0,D85,"Grnfeld Defense: Exchange Variation, Modern Exchange Variation"
Monchosky,Zfazaza,0-1,C44,Scotch Game: Scotch Gambit
Monchosky,Komiriso_92,1-0,C00,French Defense: Normal Variation
Gattonegro,Monchosky,1-0,B01,Scandinavian Defense
R0drig00,Monchosky,1-0,A45,Indian Defense
Monchosky,Amberville,1-0,C02,"French Defense: Advance Variation, Main Line"
Tayson_z,Monchosky,0-1,A00,Van't Kruijs
JDB123,Monchosky,0-1,A03,Bird : Williams Gambit
Monchosky,JDB123,1-0,C44,Scotch Game: Scotch Gambit
ledakansurgawi,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Ant57,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense"
Monchosky,zamtuz,0-1,B01,Scandinavian Defense
Dardox,Monchosky,1-0,A45,Indian Defense
Deluki03,Monchosky,0-1,E60,Indian Defense: West Indian Defense
Monchosky,alexanderney,1-0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
Endoslow,Monchosky,1-0,E90,"King's Indian Defense: Normal Variation, Rare Defenses"
Monchosky,igor8826,1-0,C01,French Defense: Exchange Variation
Monchosky,u_abulkasimov,0-1,C44,Scotch Game: Scotch Gambit
Monchosky,kogj,1/2-1/2,C01,French Defense: Exchange Variation
