Blancas,Negras,Result,ECO,Opening
vitaliy-poletaev50,oscarhernadez,0-1,A45,Indian Defense
oscarhernadez,Yoeht88,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
saif1133,oscarhernadez,1-0,A46,Torre Attack
oscarhernadez,Bunkas,0-1,A04,Zukertort : Kingside Fianchetto
oscarhernadez,Ryota29,1-0,A49,Indian Defense: Przepiorka Variation
oscarhernadez,trisolarian,1/2-1/2,D02,Queen's Pawn Game: Zukertort Variation
gde_tvoi_krylia,oscarhernadez,0-1,E00,Catalan
oscarhernadez,yeye0423,0-1,A55,Old Indian Defense: Normal Variation
Madhat_2ghanam,oscarhernadez,0-1,A05,King's Indian Attack: Symmetrical Defense
oscarhernadez,Bernardo2032,1-0,A04,Zukertort : Queen's Gambit Invitation
oscarhernadez,abderrahim2,0-1,A04,Zukertort : Queen's Gambit Invitation
hraviolo,oscarhernadez,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
azstas53,oscarhernadez,0-1,B20,"Sicilian Defense: Wing Gambit, Marshall Variation"
Hutsau_Ilya,oscarhernadez,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,Rock_Maninoff,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,RomanNeverGM,0-1,A04,Zukertort : Kingside Fianchetto
oscarhernadez,vipblin,1-0,A49,Indian Defense: Przepiorka Variation
oscarhernadez,Timogen1970,0-1,A49,Indian Defense: Przepiorka Variation
Josedeco,oscarhernadez,0-1,E11,Bogo-Indian Defense: Nimzowitsch Variation
easygoing17,oscarhernadez,0-1,E30,Nimzo-Indian Defense: Leningrad Variation
oscarhernadez,Fisher_777,0-1,D02,Queen's Pawn Game: Krause Variation
Pasime,oscarhernadez,0-1,B41,"Sicilian Defense: Kan Variation, Marczy Bind, Rti Variation"
Anthony201,oscarhernadez,1/2-1/2,B43,"Sicilian Defense: Kan Variation, Knight Variation"
PMM2900,oscarhernadez,1-0,A46,Indian Defense: London System
oscarhernadez,volfcen,1-0,D02,Queen's Pawn Game: Zukertort Variation
Vire1,oscarhernadez,0-1,B23,Sicilian Defense: Closed
oscarhernadez,Vire1,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
lionfer,oscarhernadez,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
HowAboutAPawnBreak,oscarhernadez,1-0,A18,English : Mikenas-Carls Variation
oscarhernadez,tktss,1-0,A41,Wade Defense
oscarhernadez,BlueHulk21,0-1,B37,"Sicilian Defense: Accelerated Fianchetto, Marczy Bind"
hilman_chess-sukma,oscarhernadez,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,Fiu2020,0-1,D02,Queen's Pawn Game: Anti-Torre
manao01,oscarhernadez,0-1,B25,Sicilian Defense: Closed
oscarhernadez,AfellayDemir,1-0,A04,Zukertort : Herrstrom Gambit
Wacan_Warren,oscarhernadez,0-1,B41,"Sicilian Defense: Kan Variation, Marczy Bind, Rti Variation"
oscarhernadez,Rollybolly,1-0,A49,Indian Defense: Przepiorka Variation
oscarhernadez,mijailto7,1-0,A04,Zukertort : Ross Gambit
Scorpio2211,oscarhernadez,0-1,A49,Indian Defense: Przepiorka Variation
abufalia,oscarhernadez,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
Eng_RamiAttoshi,oscarhernadez,0-1,A05,King's Indian Attack: Symmetrical Defense
oscarhernadez,riquiricon,0-1,A04,Zukertort : Queen's Gambit Invitation
oscarhernadez,AjedrezCamandula,1-0,A46,Indian Defense: Wade-Tartakower Defense
oscarhernadez,fabgonza,1-0,D02,Queen's Pawn Game: Zukertort Variation
Vomifla,oscarhernadez,1-0,E00,Catalan
oscarhernadez,c22,1-0,D02,Queen's Pawn Game: Zukertort Variation
oscarhernadez,justplaybi,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
RBI2022,oscarhernadez,1-0,B23,Sicilian Defense: Closed
oscarhernadez,DerSisko,0-1,A04,Zukertort : Sicilian Invitation
alirezaaminpour,oscarhernadez,1-0,A05,King's Indian Attack: Symmetrical Defense
KirillShcherbinko,oscarhernadez,1-0,E00,Catalan
oscarhernadez,ykol123,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
thefameking,oscarhernadez,1-0,E22,Nimzo-Indian Defense: Spielmann Variation
shichkinvladimir,oscarhernadez,1-0,B41,"Sicilian Defense: Kan Variation, Marczy Bind, Rti Variation"
oscarhernadez,ANDRESADRIAN,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
crandall15,oscarhernadez,1-0,E11,Bogo-Indian Defense: Nimzowitsch Variation
oscarhernadez,THOletrandung2007,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,carl_muller,1-0,A46,Indian Defense: Wade-Tartakower Defense
oscarhernadez,MaestroNepo,0-1,A08,King's Indian Attack: French Variation
jusroni,oscarhernadez,0-1,A05,Zukertort : Nimzo-Larsen Variation
oscarhernadez,Hercularian,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
STK_cotto,oscarhernadez,0-1,B21,Sicilian Defense: Smith-Morra Gambit
oscarhernadez,STK_cotto,1-0,D02,Queen's Pawn Game: Chigorin Variation
mvsfhpee,oscarhernadez,0-1,B40,"Sicilian Defense: French Variation, Westerinen Attack"
oscarhernadez,Shirov26,1/2-1/2,A04,Zukertort : Queenside Fianchetto Variation
The_Emperor_ru,oscarhernadez,1/2-1/2,B43,"Sicilian Defense: Kan Variation, Knight Variation"
Resty_PCC,oscarhernadez,1-0,B40,"Sicilian Defense: French Variation, Open"
oscarhernadez,butchv123,1-0,A49,Indian Defense: Przepiorka Variation
oscarhernadez,Stilige_Mari,1-0,A04,Zukertort : Ross Gambit
oscarhernadez,SchwarzesHemd,1-0,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation"
Mayo2020,oscarhernadez,0-1,A05,King's Indian Attack: Symmetrical Defense
Pacman2,oscarhernadez,1-0,B40,Sicilian Defense: French Variation
oscarhernadez,Pacman2,1-0,A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order"
dojo_fab,oscarhernadez,0-1,A49,Indian Defense: Przepiorka Variation
oscarhernadez,abumohammad,1-0,D02,Queen's Pawn Game: Zukertort Variation
echecs_Warisia2021,oscarhernadez,0-1,B20,Sicilian Defense: Lasker-Dunne Attack
oscarhernadez,BitcoinBishop,0-1,A46,Indian Defense: Czech-Indian
