Blancas,Negras,Result,ECO,Opening
SNR_chessonline,yosbelbenitez,1-0,D30,Queen's Gambit Declined
yosbelbenitez,cerodemirovski,1-0,C41,Philidor Defense
Turkestan1987,yosbelbenitez,0-1,C00,French Defense: King's Indian Attack
ossoss88,yosbelbenitez,0-1,A04,Zukertort : Queen's Gambit Invitation
yosbelbenitez,MRsegar,1-0,C41,"Philidor Defense: Nimzowitsch Variation, Klein Variation"
ShadowRock,yosbelbenitez,1-0,A13,English : Agincourt Defense
yosbelbenitez,rahulkmc,1-0,C42,Russian Game: Italian Variation
yosbelbenitez,Tumisang_Ramacha,1-0,C00,French Defense: Knight Variation
twopointsevenone8,yosbelbenitez,0-1,D40,Queen's Gambit Declined: Semi-Tarrasch Defense
yosbelbenitez,DIOG3N3S,1-0,B00,Nimzowitsch Defense: Declined Variation
SachinMehla,yosbelbenitez,0-1,A40,Horwitz Defense
yosbelbenitez,JerryDarma963,1-0,C55,"Italian Game: Two Knights Defense, Perreux Variation"
checkers14,yosbelbenitez,1-0,A00,Kdas
yosbelbenitez,BenChanX,0-1,C50,Four Knights Game: Italian Variation
ZackChess788,yosbelbenitez,0-1,C00,French Defense
yosbelbenitez,GmgMonteiro,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
droka,yosbelbenitez,0-1,C00,French Defense: Knight Variation
yosbelbenitez,York1961,0-1,B40,Sicilian Defense: Four Knights Variation
